title,country,stance,reach,age,weightClass,trainingCenter,wins,loses,draws,tkos,tko wins,tko lose,subs,subs win,subs lose
Nathan Hanson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lucio Hantaru,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tadahiro Harada,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
T.B. Hardison,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Malcolm Hardmon,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Severin Haring,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Steven Harris,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Vernon Harrison,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Marshall Harvest,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Louis Harvey,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Matt Harvey,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Carlton Haselrig,,,,52,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Asato Hashimoto,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Abdul Hassan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Brandon Hastings,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ryo Hatta,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rob Hawkes,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tony Hawkins,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ryan Hayes,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Deney Hayward,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Brett Healer,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Francis Healy,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mike Hebdon,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jacob Hebeisen,,,,,,,1,2,0,0 - 1,0,1,0 - 0,0,0
Ryan Heketa,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tim Hemmingway,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eva Henesova,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Doug Henkey,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eduardo Henrique,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Morgan Heraud,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Taylor Herbert,,,,,,,1,1,0,0 - 1,0,1,0 - 0,0,0
Brandon Heredia,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eric Hernandez,,,,,,,1,1,0,0 - 1,0,1,0 - 0,0,0
Jamie Hernandez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Karla Hernandez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lucio Hernandez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lupita Hernandez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Erick Herrera,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kyle Herrera,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Armando Herrera Jr.,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ashleigh Heustis,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eric Higaonna,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Abby Higginbotham,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Anthony Hill,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Daniel Hinsen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Peter Hiravy,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Anthony Hird,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Michel Hobbs,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Nick Holbrook,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Matt Holland,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tyrone Holmes,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jung Gi Hong,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Urajimir Hoodenkin,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sam Hooker,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Colton Hooley,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Matt Hopkins,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jason Horak,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Brittany Horton,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rob Horton,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Attila Horvath,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Takahiro Hosoi,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Daniel Howard,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jason Howard,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Miles Howard,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Steve Howe,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Danny Howell,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Dimitar Hristov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eric Hrjes,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Vadim Hromych,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Hemerson Hubaldo,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
James Hubbard,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tom Hubert,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jake Hudson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tomas Huerta,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lisa Huffman,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Keith Hulin,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kevin Hummel,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Marc Hummel,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
James Humphries,ENGLAND,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Harry Hunsucker,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jeremy Hunt,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Scott Hunt,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mason Hunter,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ryan Hunter,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Neil Huntley,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Bobby Huron,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Erick Husbands,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Amer Hussein,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kyle Hutchinson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sung Hwan Cho,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Myung Hwan Lee,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joo Dong Hwang,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Nolan Hyland,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Thomas Hytten,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tae Hyun Lee,,,,43,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Gabriela Iacob,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Bakhodir Ibragimov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Gadjimurat Ibragimov,RUSSIA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Karam Ibrahim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Al Ichelson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Takahiro Ichijo,JAPAN,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rodrigo Icoaraci,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Theo Idleburg,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ryosuke Igarashi,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mickael Ignaczak,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Hiroaki Ijima,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Yusuke Ikenishi,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ali Ileiwi,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rhys Iles,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexander Illiasov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ilman Ilman,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mika Ilmen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sunnat Ilyasov,KAZAKHSTAN,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexandre Imperador,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kanako Inaba,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Misael Inarritu,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Seigo Inoue,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Henrique Inseto,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexandr Ionov,RUSSIA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Abdias Irisson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Glenn Irvine,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jon Irwin,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Katsuya Ishida,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Toshiteru Ishii,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Yuma Ishizuka,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Soro Ismael,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kazuki Itaya,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Asuka Ito,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Takashi Ito,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ivan Ivan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Nikita Ivanciov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tsuyoshi Iwakura,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Akinori Iwamoto,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ossama Jablatte,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Leo Jacare,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
James Jack,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Craig Jackson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Imani Jackson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Marques Jackson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kevin Jacobson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
William Jacobson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Dylan Jahrling,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexander Jakovlev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Patrick Jalloh,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Fabio Jamantha,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Garrick James,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Montrell James,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rick James,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Tariq Jan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Miroslav Janic,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Malte Janssen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Timothy Janssen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Wolfgang Janssen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Aldo Januario,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Fabio Japones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Pavel Jaroslavtcev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Victor Jauregui,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Clyde Jenkins,USA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Chris Jensen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
So-Min Ji,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Marcos Jimenez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Randall Jimenez,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Beksot Jiyanov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jung Hwan Jo,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ilara Joanne,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Simonie Joannie,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Anderson Joao,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joao Joao,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Danny Joel,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Don Johnson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jarrod Johnson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mariah Johnson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Richard Johnson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Russ Johnson,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Dragoljub Joksovic,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jonathan Jonathan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Daryl Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Deven Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jett Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joshua Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Michael Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
T.J. Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Taylor Jones,USA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tyler Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tyrone Jones,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tibor Joni,HUNGARY,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jordy Jonkers,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Chuck Jordan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
James Jordan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rob Jordan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Santiago Jordan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Laken Jowers,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tony Juares,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Austin Judge,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Muamer Jugovic,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sherk Julian,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Seong Yeop Jun,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ivo Jurado,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Scott Jurgen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mario Jurisic,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Andre Juskevicius,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Arunas Juskevicius,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Matt Justice,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
David Kaahanui,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Piotr Kaczmarkiewicz,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
John Kading,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Codie Kahler,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Naritoshi Kakuta,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tony Kalani,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Inga Kaledaite,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Dora Kalpakidou,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Zubair Kamamyan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tomasz Kamienczyk,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kamikase Kamikase,BRAZIL,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Murad Kamilov,,,,,,,1,1,0,0 - 1,0,1,0 - 0,0,0
Isamu Kanazawa,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Bathi Kandji,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Woo Gyu Kang,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ashamaz Kanukoev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Colby Karadios,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alan Karaev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ray Karaitiana,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alex Karate,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mohamed Abdel Karim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Josh Karst,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Salim Kaskulov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Minoru Kato,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Joe Kattz,ENGLAND,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexey Katukov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Vladimir Katykhin,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joe Kavey,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Arslan Kazimagomedov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alderic Keith,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Travis Keith,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Anthony Kellen,,,,,,,0,3,0,0 - 1,0,1,0 - 0,0,0
Pedro Keller de Souza,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kory Kelley,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Amanda Kelly,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Denis Kelly,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Gavin Kelly,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Roger Kelly,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joe Kelso,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Leon Kenge,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Peter Kennedy,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rudy Kennedy,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Christos Kenztos,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Chris Kernaghan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Brock Kerry,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Fritz Kersting,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lindsay Ketchum,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sergey Khandozhko,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Nosherwan Khanzada,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Samir Khasanov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Bayzet Khatkhokhu,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Bakhtibek Khojaev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Vy Srey Khouch,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sergey Khramov,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Tengiz Khuchua,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Akira Kibe,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Joe Kielur,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ramon Kietzman,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Hyun Joo Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Hyung Min Kim,SOUTH KOREA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
In Seok Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jae Hun Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Nam Sun Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sang Kuk Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Se Young Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Seung Yeon Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sung Chu Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tae Kyun Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ung Hyeon Kim,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Derrick King,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Leonte King,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Robert King,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Paul Kingdon,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
James Kirby,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Nathan Kirby,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sergey Kireev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Robert Kirkpatrick,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Josh Kitchen,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sam Kitterman,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Timm Kitts,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
David Kleczkowski,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tyler Kleeman,USA,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tomasz Kloc,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Richard Knepp,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mike Knight,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
William Knight,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Lashonda Knox,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Richie Knox,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Eddie Knuckles,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Hiromichi Kobayashi,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sergiy Kobchik,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Chris Kogel,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Kasey Kohl,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tiia Kohtamaki,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Felix Koifman,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ichiro Kojima,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Erkesh Kokoeva,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Tilen Kolaric,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Shota Kondo,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Evgeni Kondratov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
German Kondzhoryan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Chris Konieczny,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Zachariah Konkle,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Ryuta Kono,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Brian Kononchik,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sergey Korol,UKRAINE,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alex Korsters,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Frank Kortz,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Mark Korzenowski,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Filip Kotarlic,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Shaughn Koukos,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sipanhya Koummalasy,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Rafal Kowalski,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Drago Kozina,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Yuri Kozlov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexander Kozyr,UKRAINE,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Aaron Krafczyk,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Stefan Krajci,,,,,,,0,2,0,0 - 1,0,1,0 - 0,0,0
Josef Kral,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Aaron Kreke,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Zoran Krpan,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Radoslaw Krupa,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Alexander Krupenkin,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Konstantin Kryshtalev,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Pawel Kubiak,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Jason Kuchera,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Marcus Kuck,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Josh Kukuk,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Sachin Kumar,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Timothy Kumpe,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Zurab Kurabanov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
Murad Kuramagomedov,,,,,,,0,1,0,0 - 1,0,1,0 - 0,0,0
